school,county,type
ROBERT RUSSA MOTON ELEMENTARY SCHOOL,MIAMI-DADE,k12
ROBERT WILLIS ELEMENTARY SCHOOL,MANATEE,k12
ROBERTO CLEMENTE MIDDLE SCHOOL,ORANGE,k12
ROBERTS ELEMENTARY SCHOOL,LEON,k12
ROBINSON ELEMENTARY SCHOOL,HILLSBOROUGH,k12
ROBINSON HIGH SCHOOL,HILLSBOROUGH,k12
ROBINSWOOD MIDDLE,ORANGE,k12
ROBLES ELEMENTARY SCHOOL,HILLSBOROUGH,k12
ROCHELLE SCHOOL OF THE ARTS,POLK,k12
ROCK CRUSHER ELEMENTARY SCHOOL,CITRUS,k12
ROCK ISLAND ADMINISTRATIVE CENTER,BROWARD,k12
ROCK ISLAND ELEMENTARY SCHOOL,BROWARD,k12
ROCK LAKE ELEMENTARY SCHOOL,ORANGE,k12
ROCK LAKE MIDDLE SCHOOL,SEMINOLE,k12
ROCK SOLID CHRISTIAN ACADEMY,OKEECHOBEE,k12
ROCK SPRINGS ELEMENTARY SCHOOL,ORANGE,k12
ROCKLEDGE SENIOR HIGH SCHOOL,BREVARD,k12
ROCKWAY ELEMENTARY SCHOOL,MIAMI-DADE,k12
ROCKWAY MIDDLE SCHOOL,MIAMI-DADE,k12
ROCKY BAYOU CHRISTIAN SCHOOL CRESTVIEW,OKALOOSA,k12
ROCKY BAYOU CHRISTIAN SCHOOL NFCEA,OKALOOSA,k12
RODGERS MIDDLE MAGNET SCHOOL,HILLSBOROUGH,k12
RODNEY B. COX ELEMENTARY SCHOOL,PASCO,k12
ROHR BAIS CHAYA ACADEMY,BROWARD,k12
ROHR MIDDLE SCHOOL,MIAMI-DADE,k12
ROLAND PARK K-8 MAGNET SCHOOL,HILLSBOROUGH,k12
ROLLING GREEN ELEMENTARY SCHOOL,PALM BEACH,k12
ROLLING HILLS ELEMENTARY SCHOOL,ORANGE,k12
ROLLINS COLLEGE,ORANGE,university
ROMEO ELEMENTARY SCHOOL,MARION,k12
RONALD MCNAIR MAGNET MIDDLE SCHOOL,BREVARD,k12
RONALD MCNAIR MIDDLE SCHOOL,BREVARD,k12
RONALD W. REAGAN/DORAL SENIOR HIGH SCHOOL,MIAMI-DADE,k12
ROOSEVELT ACADEMY,POLK,k12
ROOSEVELT ELEMENTARY SCHOOL,PALM BEACH,k12
ROOSEVELT ELEMENTARY SCHOOL,HILLSBOROUGH,k12
ROOSEVELT MIDDLE SCHOOL,PALM BEACH,k12
ROSABELLE W. BLAKE ACADEMY,POLK,k12
ROSARIAN ACADEMY,PALM BEACH,k12
ROSEMONT ACADEMY,MIAMI-DADE,k12
ROSEMONT ELEMENTARY SCHOOL,ORANGE,k12
ROSENSTIEL SCHOOL OF MARINE AND ATMOSPHERIC SCIENCE,MIAMI-DADE,university
ROSENWALD ELEMENTARY SCHOOL,PALM BEACH,k12
ROSENWALD HIGH SCHOOL,BAY,k12
ROSEWOOD MAGNET SCHOOL,INDIAN RIVER,k12
ROSS UNIVERSITY SCHOOL OF MEDICINE,BROWARD,university
ROULHAC MIDDLE SCHOOL,WASHINGTON,k12
ROUND LAKE ELEMENTARY SCHOOL,LAKE,k12
ROWLETT MIDDLE ACADEMY,MANATEE,k12
ROY ALLEN ELEMENTARY SCHOOL,BREVARD,k12
ROYAL GREEN ELEMENTARY SCHOOL,MIAMI-DADE,k12
ROYAL KIDS ACADEMY,MIAMI-DADE,k12
ROYAL PALM ACADEMY,COLLIER,k12
ROYAL PALM BEACH COMMUNITY HIGH SCHOOL,PALM BEACH,k12
ROYAL PALM BEACH ELEMENTARY SCHOOL,PALM BEACH,k12
ROYAL PALM BEACH HIGH ADULT,PALM BEACH,k12
ROYAL PALM BEACH HIGH SCHOOL,PALM BEACH,k12
ROYAL PALM CHARTER SCHOOL,BREVARD,k12
ROYAL PALM ELEMENTARY SCHOOL,MIAMI-DADE,k12
ROYAL PALM ELEMENTARY SCHOOL,BROWARD,k12
ROYAL PALM ELEMENTARY SCHOOL,PALM BEACH,k12
ROYAL PALM EXCEPTIONAL SCHOOL CENTER,LEE,k12
ROYAL PALM MONTESSORI,PALM BEACH,k12
ROYAL PALM SCHOOL,PALM BEACH,k12
RUBEN DARIO MIDDLE SCHOOL,MIAMI-DADE,k12
RUCKLE MIDDLE SCHOOL,OKALOOSA,k12
RUEDIGER ELEMENTARY SCHOOL,LEON,k12
RUFUS E. PAYNE ELEMENTARY SCHOOL,DUVAL,k12
RUSKIN ELEMENTARY SCHOOL,HILLSBOROUGH,k12
RUTH AND EDWARD TAUBMAN EARLY CHILDHOOD CENTER,PALM BEACH,k12
RUTH K. BROAD BAY HARBOR K-8 CENTER,MIAMI-DADE,k12
RUTH N. UPSON ELEMENTARY SCHOOL,DUVAL,k12
RUTH OWENS KRUSE EDUCATION CENTER,MIAMI-DADE,k12
RUTH RAINS MIDDLE SCHOOL,DIXIE,k12
RUTHERFORD HIGH SCHOOL,BAY,k12
RUTLEDGE H. PEARSON ELEMENTARY SCHOOL,DUVAL,k12
RYMFIRE ELEMENTARY SCHOOL,FLAGLER,k12
S BRYAN JENNINGS ELEMENTARY SCHOOL,CLAY,k12
S. A. HULL ELEMENTARY SCHOOL,DUVAL,k12
S. D. SPADY ELEMENTARY SCHOOL,PALM BEACH,k12
S. S. DIXON INTERMEDIATE SCHOOL,SANTA ROSA,k12
S. S. DIXON PRIMARY SCHOOL,SANTA ROSA,k12
S.A.L.T ACADEMY,PALM BEACH,k12
S.L. JONES CHRISTIAN ACADEMY,ESCAMBIA,k12
S.O.U.L. ACADEMY INC.,BROWARD,k12
SABAL ELEMENTARY SCHOOL,BREVARD,k12
SABAL PALM ELEMENTARY SCHOOL,COLLIER,k12
SABAL PALM ELEMENTARY SCHOOL,LEON,k12
SABAL PALM ELEMENTARY SCHOOL,DUVAL,k12
SABAL POINT ELEMENTARY SCHOOL,SEMINOLE,k12
SACRED HEART,DUVAL,k12
SACRED HEART,VOLUSIA,k12
SACRED HEART CATHEDRAL SCHOOL,ESCAMBIA,k12
SACRED HEART CATHOLIC SCHOOL,PINELLAS,k12
SACRED HEART SCHOOL,PALM BEACH,k12
SADDLEBROOK PREPARATORY SCHOOL,PASCO,k12
SADDLEWOOD ELEMENTARY SCHOOL,MARION,k12
SADIE T. TILLIS ELEMENTARY SCHOOL,DUVAL,k12
SADLER ELEMENTARY SCHOOL,ORANGE,k12
SAFETY HARBOR ELEMENTARY SCHOOL,PINELLAS,k12
SAFETY HARBOR MIDDLE SCHOOL,PINELLAS,k12
SAFETY HARBOR MONTESSORI ACADEMY,PINELLAS,k12
SAGEMONT GLOBAL EDUCATION - LOWER CAMPUS,BROWARD,k12
SAGEMONT GLOBAL EDUCATION - UPPER CAMPUS,BROWARD,k12
SAIL,LEON,k12
SAINT CHRISTOPHER'S BY THE SEA,MIAMI-DADE,k12
SAINT JOHN CATHOLIC SCHOOL,BAY,k12
SAINTS PETER PAUL SCHOOL,MIAMI-DADE,k12
SALAH TAWFIK ELEMENTARY SCHOOL MIDDLE SCHOOL,BROWARD,k12
SALLIE JONES ELEMENTARY SCHOOL,CHARLOTTE,k12
SALLY RIDE ELEMENTARY SCHOOL,ORANGE,k12
SALLYE B. MATHIS ELEMENTARY SCHOOL,DUVAL,k12
SAMOSET ELEMENTARY SCHOOL,MANATEE,k12
SAMSULA ACADEMY,VOLUSIA,k12
SAMUEL S. GAINES ACADEMY OF EMERGING TECHNOLOGIES,ST. LUCIE,k12
SAMUEL W. WOLFSON HIGH SCHOOL,DUVAL,k12
SAN ANTONIO ELEMENTARY SCHOOL,PASCO,k12
SAN CARLOS PARK ELEMENTARY SCHOOL,LEE,k12
SAN IGNACIO COLLEGE,MIAMI-DADE,university
SAN JOSE CATHOLIC GRADE SCHOOL,DUVAL,k12
SAN JOSE ELEMENTARY SCHOOL,PINELLAS,k12
SAN JOSE ELEMENTARY SCHOOL,DUVAL,k12
SAN JOSE EPISCOPAL DAY SCHOOL,DUVAL,k12
SAN JOSE PREP,DUVAL,k12
SAN JOSE PRIMARY SCHOOL,DUVAL,k12
SAN JUAN DEL RIO CATHOLIC SCHOOL,ST. JOHNS,k12
SAN MATEO ELEMENTARY SCHOOL,DUVAL,k12
SAN PABLO ELEMENTARY SCHOOL,DUVAL,k12
SAND LAKE ELEMENTARY SCHOOL,ORANGE,k12
SAND PINE ELEMENTARY SCHOOL,PASCO,k12
SANDALWOOD HIGH SCHOOL,DUVAL,k12
SANDERS MEMORIAL ELEMENTARY SCHOOL,PASCO,k12
SANDERS PARK ELEMENTARY SCHOOL,BROWARD,k12
SANDHILL ELEMENTARY SCHOOL,POLK,k12
SANDPIPER ELEMENTARY SCHOOL,BROWARD,k12
SANDPIPER SHORES ELEMENTARY SCHOOL,PALM BEACH,k12
SANDY LANE ELEMENTARY SCHOOL,PINELLAS,k12
SANFORD MIDDLE SCHOOL,SEMINOLE,k12
SANLANDO CHRISTIAN SCHOOL,SEMINOLE,k12
SANSON'S PRESCHOOL LEARNING CENTER,MIAMI-DADE,k12
SANTA CLARA ELEMENTARY SCHOOL,MIAMI-DADE,k12
SANTA FE CATHOLIC HIGH SCHOOL,POLK,k12
SANTA FE COLLEGE,ALACHUA,university
SANTA FE COLLEGE HIGH SCHOOL DUAL ENROLLMENT,ALACHUA,k12
SANTA FE HIGH SCHOOL,ALACHUA,k12
SANTA ROSA ADULT SCHOOL,SANTA ROSA,k12
SANTA ROSA CHRISTIAN SCHOOL,SANTA ROSA,k12
SANTA ROSA DISTRICT OFFICE,SANTA ROSA,k12
SANTALUCES COMMUNITY HIGH,PALM BEACH,k12
SANTALUCES HIGH ADULT EDUCATION CENTER,PALM BEACH,k12
SARASOTA ACADEMY OF THE ARTS,SARASOTA,k12
SARASOTA CHRISTIAN SCHOOL,SARASOTA,k12
SARASOTA DISTRICT OFFICE,SARASOTA,k12
SARASOTA HIGH SCHOOL,SARASOTA,k12
SARASOTA MIDDLE SCHOOL,SARASOTA,k12
SARASOTA MILITARY ACADEMY HIGH CAMPUS,SARASOTA,k12
SARASOTA MILITARY ACADEMY PREP CAMPUS,SARASOTA,k12
SARASOTA SCHOOL OF ARTS/SCIENCES,SARASOTA,k12
SARASOTA SUNCOAST ACADEMY,SARASOTA,k12
SATELLITE SENIOR HIGH SCHOOL,BREVARD,k12
SATURN ELEMENTARY SCHOOL,BREVARD,k12
SAVANNA RIDGE ELEMENTARY SCHOOL,ST. LUCIE,k12
SAWGRASS ADVENTIST SCHOOL,BROWARD,k12
SAWGRASS BAY ELEMENTARY SCHOOL,LAKE,k12
SAWGRASS ELEMENTARY SCHOOL,BROWARD,k12
SAWGRASS LAKE ELEMENTARY SCHOOL,PINELLAS,k12
SAWGRASS MIDDLE SCHOOL,BROWARD,k12
SAWGRASS SPRINGS MIDDLE SCHOOL,BROWARD,k12
SCENIC HEIGHTS ELEMENTARY SCHOOL,ESCAMBIA,k12
SCHECK HILLEL COMMUNITY SCHOOL INC.,MIAMI-DADE,k12
SCHMIDT ELEMENTARY SCHOOL,HILLSBOROUGH,k12
SCHOOL DISTRICT OF MANATEE COUNTY,MANATEE,university
SCHOOL FOR ADVANCED STUDIES - SOUTH,MIAMI-DADE,k12
SCHOOL FOR ADVANCED STUDIES HOMESTEAD,MIAMI-DADE,k12
SCHOOL FOR ADVANCED STUDIES-WOLFSON,MIAMI-DADE,k12
SCHOOL OF EMS,PINELLAS,university
SCHOOL OF SUCCESS ACADEMY-SOS,DUVAL,k12
SCHOOL OF THE HEIGHTS,PUTNAM,k12
SCHOOLHOUSE ACADEMY,MIAMI-DADE,k12
SCHRADER ELEMENTARY SCHOOL,PASCO,k12
SCHWARZKOPF ELEMENTARY SCHOOL,HILLSBOROUGH,k12
SCHWETTMAN EDUCATION CENTER,PASCO,k12
SCORE AT THE TOP PALM BEACH LLC,PALM BEACH,k12
SCOTT LAKE ELEMENTARY SCHOOL,MIAMI-DADE,k12
SCOTT LAKE ELEMENTARY SCHOOL,POLK,k12
SCPS CONSEQUENCE UNIT,SEMINOLE,k12
SCPS EARLY LEARNING CENTER,SEMINOLE,k12
SCULPTOR CHARTER SCHOOL,BREVARD,k12
SDLC TRANSPORTATION,LEE,k12
SEA BREEZE ELEMENTARY SCHOOL,MANATEE,k12
SEA CASTLE ELEMENTARY SCHOOL,BROWARD,k12
SEA GATE ELEMENTARY SCHOOL,COLLIER,k12
SEA PARK ELEMENTARY SCHOOL,BREVARD,k12
SEA WIND ELEMENTARY SCHOOL,MARTIN,k12
SEABREEZE ELEMENTARY SCHOOL,DUVAL,k12
SEABREEZE HIGH SCHOOL,VOLUSIA,k12
SEACOAST CHARTER ACADEMY,DUVAL,k12
SEACOAST CHRISTIAN ACADEMY,DUVAL,k12
SEACOAST COLLEGIATE HIGH SCHOOL,WALTON,k12
SEACREST COUNTRY DAY SCHOOL,COLLIER,k12
SEAGULL SCHOOL,BROWARD,k12
SEALEY ELEMENTARY SCHOOL,LEON,k12
SEASIDE CHARTER K-8 SCHOOL,DUVAL,k12
SEASIDE CHARTER NORTH CAMPUS,DUVAL,k12
SEASIDE COMMUNITY CHARTER SCHOOL,DUVAL,k12
SEASIDE NEIGHBORHOOD SCHOOL,WALTON,k12
SEBASTIAN CHARTER JUNIOR HIGH SCHOOL,INDIAN RIVER,k12
SEBASTIAN ELEMENTARY SCHOOL,INDIAN RIVER,k12
SEBASTIAN MIDDLE SCHOOL,ST. JOHNS,k12
SEBASTIAN RIVER HIGH SCHOOL,INDIAN RIVER,k12
SEBASTIAN RIVER MIDDLE SCHOOL,INDIAN RIVER,k12
SEBRING HIGH SCHOOL,HIGHLANDS,k12
SEBRING MIDDLE SCHOOL,HIGHLANDS,k12
SECOND CHANCE AT GHAZVINI LEARNING CENTER,LEON,k12
SEFFNER CHRISTIAN ACADEMY,HILLSBOROUGH,k12
SEFFNER ELEMENTARY SCHOOL,HILLSBOROUGH,k12
SEMINOLE DISTRICT OFFICE,SEMINOLE,k12
SEMINOLE ELEMENTARY SCHOOL,PINELLAS,k12
SEMINOLE ELEMENTARY SCHOOL,HILLSBOROUGH,k12
SEMINOLE ELEMENTARY SCHOOL,OKEECHOBEE,k12
SEMINOLE ELEMENTARY SCHOOL,MIAMI-DADE,k12
SEMINOLE HEIGHTS CHARTER HIGH SCHOOL,HILLSBOROUGH,k12
SEMINOLE HIGH SCHOOL,PINELLAS,k12
SEMINOLE HIGH SCHOOL,SEMINOLE,k12
SEMINOLE MIDDLE SCHOOL,BROWARD,k12
SEMINOLE MIDDLE SCHOOL,PINELLAS,k12
SEMINOLE RIDGE COMMUNITY HIGH SCHOOL,PALM BEACH,k12
SEMINOLE SCIENCE CHARTER SCHOOL,SEMINOLE,k12
SEMINOLE SPRINGS ELEMENTARY SCHOOL,LAKE,k12
SEMINOLE STATE COLLEGE OF FLORIDA,SEMINOLE,university
SEMINOLE STATE COLLEGE OF FLORIDA- OVIEDO CAMPUS,SEMINOLE,university
SEMINOLE TRAILS ELEMENTARY SCHOOL,PALM BEACH,k12
SERGEANT PAUL R SMITH MIDDLE SCHOOL,HILLSBOROUGH,k12
SESSUMS ELEMENTARY SCHOOL,HILLSBOROUGH,k12
SEVEN OAKS ELEMENTARY SCHOOL,PASCO,k12
SEVEN RIVERS CHRISTIAN SCHOOL,CITRUS,k12
SEVEN SPRINGS ELEMENTARY SCHOOL,PASCO,k12
SEVEN SPRINGS MIDDLE SCHOOL,PASCO,k12
SEVENTY-FOURTH ST. ELEMENTARY SCHOOL,PINELLAS,k12
SHA'AREI BINA TORAH ACADEMY FOR GIRLS,BROWARD,k12
SHADEVILLE ELEMENTARY SCHOOL,WAKULLA,k12
SHADOWLAWN ELEMENTARY SCHOOL,CLAY,k12
SHADOWLAWN ELEMENTARY SCHOOL,COLLIER,k12
SHADY HILL ELEMENTARY SCHOOL,MARION,k12
SHADY HILLS ELEMENTARY SCHOOL,PASCO,k12
SHALIMAR ELEMENTARY SCHOOL,OKALOOSA,k12
SHALOM MONTESSORI SCHOOL,MIAMI-DADE,k12
SHANTI KIDS PRESCHOOL,MIAMI-DADE,k12
SHAW ELEMENTARY SCHOOL,HILLSBOROUGH,k12
SHEEHY ELEMENTARY SCHOOL,HILLSBOROUGH,k12
SHEFFIELD ELEMENTARY SCHOOL,DUVAL,k12
SHELLEY S. BOONE MIDDLE SCHOOL,POLK,k12
SHELTON ACADEMY,MIAMI-DADE,k12
SHENANDOAH ELEMENTARY SCHOOL,ORANGE,k12
SHENANDOAH ELEMENTARY SCHOOL,MIAMI-DADE,k12
SHENANDOAH MIDDLE SCHOOL,MIAMI-DADE,k12
SHEPHERD OF GOD CHRISTIAN ACADEMY CORP.,MIAMI-DADE,k12
SHEPHERD OF THE COAST,BROWARD,k12
SHERIDAN HILLS CHRISTIAN SCHOOL,BROWARD,k12
SHERIDAN HILLS ELEMENTARY SCHOOL,BROWARD,k12
SHERIDAN PARK ELEMENTARY SCHOOL,BROWARD,k12
SHERIDAN TECHNICAL COLLEGE,BROWARD,university
SHERIDAN TECHNICAL HIGH SCHOOL,BROWARD,k12
SHERWOOD ELEMENTARY SCHOOL,BREVARD,k12
SHERWOOD ELEMENTARY SCHOOL,ESCAMBIA,k12
SHEYES OF MIAMI LEARNING CENTER #3,MIAMI-DADE,k12
SHIELDS MIDDLE SCHOOL,HILLSBOROUGH,k12
SHINGLE CREEK ELEMENTARY SCHOOL,ORANGE,k12
SHOAL RIVER MIDDLE SCHOOL,OKALOOSA,k12
SHORE ACRES ELEMENTARY SCHOOL,PINELLAS,k12
SHORE ELEMENTARY SCHOOL MAGNET SCHOOL,HILLSBOROUGH,k12
SHORECREST PREPARATORY SCHOOL,PINELLAS,k12
SHOWERS OF BLESSINGS CHRISTIAN ACADEMY,BROWARD,k12
SICKLES HIGH SCHOOL,HILLSBOROUGH,k12
SIDNEY LANIER CENTER,ALACHUA,k12
SIGSBEE CHARTER SCHOOL,MONROE,k12
SILVER BLUFF ELEMENTARY SCHOOL,MIAMI-DADE,k12
SILVER LAKES ELEMENTARY SCHOOL,BROWARD,k12
SILVER LAKES MIDDLE SCHOOL,BROWARD,k12
SILVER PALMS ELEMENTARY SCHOOL,BROWARD,k12
SILVER RIDGE ELEMENTARY SCHOOL,BROWARD,k12
SILVER RIVER MENTORING AND INSTRUCTION,MARION,k12
SILVER SANDS MIDDLE SCHOOL,VOLUSIA,k12
SILVER SANDS SCHOOL,OKALOOSA,k12
SILVER SANDS-EXCEP. CHILDREN,OKALOOSA,k12
SILVER SHORES ELEMENTARY SCHOOL,BROWARD,k12
SILVER TRAIL MIDDLE SCHOOL,BROWARD,k12
SILVIA'S SCHOOL,MIAMI-DADE,k12
SIMMONS CAREER CENTER,HILLSBOROUGH,k12
SIX MILE CHARTER ACADEMY,LEE,k12
SKY ACADEMY ENGLEWOOD,SARASOTA,k12
SKY ACADEMY VENICE,SARASOTA,k12
SKYCREST CHRISTIAN SCHOOL,PINELLAS,k12
SKYCREST ELEMENTARY SCHOOL,PINELLAS,k12
SKYLINE ELEMENTARY SCHOOL,LEE,k12
SKYVIEW ELEMENTARY SCHOOL,PINELLAS,k12
SLAM ACADEMY AT APOLLO BEACH,HILLSBOROUGH,k12
SLAM ACADEMY HIGH SCHOOL NORTH CAMPUS,MIAMI-DADE,k12
SLAM ACADEMY HIGH SCHOOL PALM BEACH,PALM BEACH,k12
SLAM BOCA,PALM BEACH,k12
SLAM SPORTS LEADERSHIP AND MANAGEMENT,MIAMI-DADE,k12
SLEEPY HILL ELEMENTARY SCHOOL,POLK,k12
SLEEPY HILL MIDDLE SCHOOL,POLK,k12
SLIGH MIDDLE SCHOOL,HILLSBOROUGH,k12
SMALL WORLD ELEMENTARY SCHOOL,PALM BEACH,k12
SMART POPE LIVINGSTON ELEMENTARY SCHOOL,DUVAL,k12
SNAPPER CREEK ELEMENTARY SCHOOL,MIAMI-DADE,k12
SNEADS ELEMENTARY SCHOOL,JACKSON,k12
SNEADS HIGH SCHOOL,JACKSON,k12
SNOW WHITE THE SEVEN DWARFS SCHOOL,MIAMI-DADE,k12
SOCRATES PREPARATORY SCHOOL,SEMINOLE,k12
SOCRUM ELEMENTARY SCHOOL,POLK,k12
SOL ACADEMY,MIAMI-DADE,k12
SOLID ROCK CHRISTIAN ACADEMY,CITRUS,k12
SOLID ROCK CHRISTIAN SCHOOL,LAKE,k12
SOLID ROCK COMMUNITY SCHOOL,PINELLAS,k12
SOLUTIONS ACADEMY,POLK,k12
SOMERSET ACADEMY,BROWARD,k12
SOMERSET ACADEMY AT SILVER PALMS,MIAMI-DADE,k12
SOMERSET ACADEMY BAY,MIAMI-DADE,k12
SOMERSET ACADEMY BAY MIDDLE SCHOOL,MIAMI-DADE,k12
SOMERSET ACADEMY BETHANY,ST. LUCIE,k12
SOMERSET ACADEMY BOCA EAST,PALM BEACH,k12
SOMERSET ACADEMY BOCA MIDDLE SCHOOL,PALM BEACH,k12
SOMERSET ACADEMY CANYONS HIGH SCHOOL,PALM BEACH,k12
SOMERSET ACADEMY CANYONS MIDDLE SCHOOL,PALM BEACH,k12
SOMERSET ACADEMY CHARTER,MIAMI-DADE,k12
SOMERSET ACADEMY CHARTER ELEMENTARY SCHOOL (SOUTH HOMESTEAD),MIAMI-DADE,k12
SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CAMPUS,BROWARD,k12
SOMERSET ACADEMY CHARTER HIGH SCHOOL SOUTH HOMESTEAD CAMPUS,MIAMI-DADE,k12
SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH HOMESTEAD CAMPUS,MIAMI-DADE,k12
SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH MIAMI CAMPUS,MIAMI-DADE,k12
SOMERSET ACADEMY DAVIE CHARTER SCHOOL,BROWARD,k12
SOMERSET ACADEMY EAST PREPARATORY,BROWARD,k12
SOMERSET ACADEMY ELEMENTARY SCHOOL,BROWARD,k12
SOMERSET ACADEMY ELEMENTARY SCHOOL (MIRAMAR CAMPUS),BROWARD,k12
SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH CAMPUS,BROWARD,k12
SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH MIAMI CAMPUS,MIAMI-DADE,k12
SOMERSET ACADEMY ELEMENTARY SCHOOLS,MIAMI-DADE,k12
SOMERSET ACADEMY JFK CHARTER SCHOOL,PALM BEACH,k12
SOMERSET ACADEMY KENDALL,MIAMI-DADE,k12
SOMERSET ACADEMY KEY CHARTER HIGH SCHOOL,BROWARD,k12
SOMERSET ACADEMY KEY MIDDLE SCHOOL,BROWARD,k12
SOMERSET ACADEMY LAKES,PALM BEACH,k12
SOMERSET ACADEMY MIDDLE SCHOOL,BROWARD,k12
SOMERSET ACADEMY MIRAMAR,BROWARD,k12
SOMERSET ACADEMY MIRAMAR SOUTH,BROWARD,k12
SOMERSET ACADEMY OF THE ARTS,PALM BEACH,k12
SOMERSET ACADEMY POMPANO,BROWARD,k12
SOMERSET ACADEMY RIVERSIDE CHARTER MIDDLE SCHOOL,BROWARD,k12
SOMERSET ACADEMY SILVER PALMS,MIAMI-DADE,k12
SOMERSET ACADEMY SILVER PALMS AT PRINCETON,MIAMI-DADE,k12
SOMERSET ACADEMY ST. LUCIE,ST. LUCIE,k12
SOMERSET ACADEMY VILLAGE CHARTER MIDDLE SCHOOL,BROWARD,k12
"SOMERSET ACADEMY-ELEMENTARY SCHOOL, EAGLE CAMPUS",DUVAL,k12
"SOMERSET ACADEMY-MIDDLE, EAGLE CAMPUS",DUVAL,k12
SOMERSET ARTS ACADEMY,MIAMI-DADE,k12
SOMERSET ARTS CONSERVATORY,BROWARD,k12
SOMERSET COLLEGE PREPARATORY ACADEMY,ST. LUCIE,k12
SOMERSET GABLES ACADEMY,MIAMI-DADE,k12
SOMERSET ISLAND PREP,MONROE,k12
SOMERSET NEIGHBORHOOD SCHOOL,BROWARD,k12
SOMERSET OAKS ACADEMY,MIAMI-DADE,k12
SOMERSET PALMS ACADEMY,MIAMI-DADE,k12
SOMERSET PARKLAND ACADEMY,BROWARD,k12
SOMERSET PINES ACADEMY,BROWARD,k12
SOMERSET PREP ACADEMY MIDDLE HOMESTEAD,MIAMI-DADE,k12
SOMERSET PREPARATORY ACADEMY CHARTER HIGH AT NORTH LAUDERDALE,BROWARD,k12
SOMERSET PREPARATORY ACADEMY HIGH SCHOOL HOMESTEAD,MIAMI-DADE,k12
SOMERSET PREPARATORY ACADEMY SUNSET,MIAMI-DADE,k12
SOMERSET PREPARATORY CHARTER MIDDLE SCHOOL,BROWARD,k12
SOMERSET VILLAGE ACADEMY,BROWARD,k12
SOMERSET VIRTUAL ACADEMY,BROWARD,k12
SONSHINE CHRISTIAN ACADEMY,LEE,k12
SONSHINE CHRISTIAN ACADEMY,NASSAU,k12
SORRENTO ELEMENTARY SCHOOL,LAKE,k12
SOUL ACADEMY,BROWARD,k12
SOULS HARBOR CHRISTIAN ACADEMY,MARION,k12
SOUTH AREA SECONDARY INTENSIVE TRANSITION PROGRAM,PALM BEACH,k12
SOUTH BROWARD HIGH SCHOOL,BROWARD,k12
SOUTH BROWARD MONTESSORI CHARTER SCHOOL,BROWARD,k12
SOUTH COUNTY CAREER CENTER,HILLSBOROUGH,k12
SOUTH CREEK MIDDLE,ORANGE,k12
SOUTH DADE CHILD CARE CENTER,MIAMI-DADE,k12
SOUTH DADE MIDDLE SCHOOL,MIAMI-DADE,k12
SOUTH DADE SENIOR HIGH SCHOOL,MIAMI-DADE,k12
SOUTH DADE TECHNICAL COLLEGE,MIAMI-DADE,university
SOUTH DAYTONA ELEMENTARY SCHOOL,VOLUSIA,k12
SOUTH ELEMENTARY SCHOOL,OKEECHOBEE,k12
SOUTH FLORIDA AUTISM CHARTER SCHOOL INC,MIAMI-DADE,k12
SOUTH FLORIDA BIBLE COLLEGE & THEOLOGICAL SEMINARY,BROWARD,university
SOUTH FLORIDA CHILD DEVELOPMENT CENTER,MIAMI-DADE,k12
SOUTH FLORIDA JEWISH ACADEMY,BROWARD,k12
SOUTH FLORIDA MONTESSORI ACADEMY,BROWARD,k12
SOUTH FLORIDA SCHOOL OF EXCELLENCE,MIAMI-DADE,k12
SOUTH FLORIDA STATE COLLEGE,HIGHLANDS,university
SOUTH FLORIDA STATE COLLEGE- DESOTO,DESOTO,university
SOUTH FORK HIGH SCHOOL,MARTIN,k12
SOUTH FORT MYERS HIGH SCHOOL,LEE,k12
SOUTH GRADE ELEMENTARY SCHOOL,PALM BEACH,k12
SOUTH HIALEAH ELEMENTARY SCHOOL,MIAMI-DADE,k12
SOUTH LAKE ELEMENTARY SCHOOL,BREVARD,k12
SOUTH LAKE HIGH SCHOOL,LAKE,k12
SOUTH MCKEEL ACADEMY,POLK,k12
SOUTH MIAMI HEIGHTS ELEMENTARY SCHOOL,MIAMI-DADE,k12
SOUTH MIAMI K-8 CENTER,MIAMI-DADE,k12
SOUTH MIAMI MIDDLE SCHOOL,MIAMI-DADE,k12
SOUTH MIAMI SENIOR HIGH SCHOOL,MIAMI-DADE,k12
SOUTH OCALA ELEMENTARY SCHOOL,MARION,k12
SOUTH OLIVE ELEMENTARY SCHOOL,PALM BEACH,k12
SOUTH ORLANDO CHRISTIAN ACADEMY,ORANGE,k12
SOUTH PLANTATION HIGH SCHOOL,BROWARD,k12
SOUTH SEMINOLE MIDDLE SCHOOL,SEMINOLE,k12
SOUTH SUMTER HIGH SCHOOL,SUMTER,k12
SOUTH SUMTER MIDDLE SCHOOL,SUMTER,k12
SOUTH TECH PREPARATORY ACADEMY,PALM BEACH,k12
SOUTH WALTON ACADEMY,WALTON,k12
SOUTH WALTON HIGH SCHOOL,WALTON,k12
SOUTH WOODS ELEMENTARY SCHOOL,ST. JOHNS,k12
