school	county	school_new	county_new	"##=IF(ISERROR(MATCH(F2,A:A,0)),""Not found"",""Found"")"
FLORIDA STATE	UNKNOWN	FLORIDA STATE UNIVERSITY	HILLSBOROUGH	
FLORIDA STATE UNIV	UNKNOWN	FLORIDA STATE UNIVERSITY	HILLSBOROUGH	
FLORIDA STATE UNIVERSITY	UNKNOWN	FLORIDA STATE UNIVERSITY	HILLSBOROUGH	
FLORIDA STATE UNIVERSITY COLLEGE OF LAW	UNKNOWN	FLORIDA STATE UNIVERSITY	HILLSBOROUGH	
FLORIDA STATE UNIVERSITY TALLAHASEE	UNKNOWN	FLORIDA STATE UNIVERSITY	HILLSBOROUGH	
FLORIDA TECHNICAL COLLEGE	UNKNOWN	FLORIDA TECHNICAL COLLEGE	POLK	
FLORIDA VOCATIONAL INSTITUTE	UNKNOWN	FLORIDA VOCATIONAL INSTITUTE	MIAMI-DADE	
FOREST HIGH SCHOOL	UNKNOWN	FOREST HIGH SCHOOL	MARION	
FOREST HILL HIGHSCHOOL	UNKNOWN	FOREST HILL HIGH SCHOOL	PALM BEACH	
FORT KING MIDDLE SCHOOL	UNKNOWN	FORT KING MIDDLE SCHOOL	MARION	
FORT MYERS TECHNICAL COLLEGE	UNKNOWN	FORT MYERS TECHNICAL COLLEGE	LEE	
FORUM AT TALLAHASSEE	UNKNOWN	FLORIDA STATE UNIVERSITY	HILLSBOROUGH	
FRONTIER ELEMENTARY SCHOOL	UNKNOWN	FRONTIER ELEMENTARY SCHOOL	PINELLAS	
FSU	UNKNOWN	FLORIDA STATE UNIVERSITY	HILLSBOROUGH	
FT MCCOY	UNKNOWN			
FULL SAIL UNIVERSITY	UNKNOWN	FULL SAIL UNIVERSITY	ORANGE	
GABLES MONTESSORI	UNKNOWN	GABLES MONTESSORI	MIAMI-DADE	
GAINESVILLE CITY COLLEGE	UNKNOWN	GAINESVILLE CITY COLLEGE	ALACHUA	
GALAXY E3 ELEMENTARY SCHOOL	UNKNOWN	GALAXY ELEMENTARY SCHOOL	PALM BEACH	
GALEN COLLEGE OF NURSING	UNKNOWN	GALEN COLLEGE OF NURSING	PINELLAS	
GALEN SCHOOL OF NURSING	UNKNOWN	GALEN COLLEGE OF NURSING	PINELLAS	
GAMMA PHI BETA	UNKNOWN	UNIVERSITY OF FLORIDA	ALACHUA	
GB HS	UNKNOWN	GULF BREEZE HIGH SCHOOL	SANTA ROSA	
GEORGE MIDDLETON HIGH SCHOOL	UNKNOWN	MIDDLETON HIGH SCHOOL	HILLSBOROUGH	
GEORGE T BAKER AVIATION TECH COLLEGE	UNKNOWN	GEORGE T. BAKER AVIATION TECHNICAL COLLEGE	MIAMI-DADE	
GEORGIA JONES-AYERS MIDDLE SCHOOL	UNKNOWN	GEORGIA JONES AYERS MIDDLE SCHOOL	MIAMI-DADE	
GIFFORD YOUTH ACHIVEMENT CENTER	UNKNOWN	GIFFORD YOUTH ACHIVEMENT CENTER	INDIAN RIVER	
GLADES ELEM.	UNKNOWN			
GLADES MIDDLE SCHOOL	UNKNOWN	GLADES MIDDLE SCHOOL	MIAMI-DADE	
GLENALLEN ELEMENTARY	UNKNOWN	GLENALLEN ELEMENTARY SCHOOL	SARASOTA	
GLENDALE ELEMENTARY	UNKNOWN	GLENDALE ELEMENTARY SCHOOL	INDIAN RIVER	
GOLDEN GRIVE ELEMENTARY SCHOOL	UNKNOWN	GOLDEN GROVE ELEMENTARY SCHOOL	PALM BEACH	
GOLF COAST ACADEMY	UNKNOWN	GOLF COAST ACADEMY	LEE	
GRACE CHRISTIAN ACADEMY	UNKNOWN	GRACE CHRISTIAN ACADEMY	ST. JOHNS	
GRATIGNY ELEMENTARY	UNKNOWN	GRATIGNY ELEMENTARY SCHOOL	MIAMI-DADE	
GREATER LITTLE ROCK PRESCHOOL BAPTIST CHURCH	UNKNOWN			
GULF BREEZE MS	UNKNOWN	GULF BREEZE MIDDLE SCHOOL	SANTA ROSA	
GWINNETT INSTITUE	UNKNOWN			
HARDEE JUNIOR HIGH SCHOOL	UNKNOWN	HARDEE JUNIOR HIGH SCHOOL	HARDEE	
HARTSFIELD ELEMENTARY SCHOOL	UNKNOWN	HARTSFIELD ELEMENTARY SCHOOL	LEON	
HCSB	UNKNOWN	HERNANDO COUNTY SCHOOL BOARD	HERNANDO	
HEALING THE FUTURE COMMUNITY MENTAL CORP	UNKNOWN	HEALING THE FUTURE COMMUNITY MENTAL CORP	MIAMI-DADE	
HEALTH CARE DISTRICT FOR PALM BEACH COUNTY	UNKNOWN	HEALTH CARE DISTRICT FOR PALM BEACH COUNTY	PALM BEACH	
HEALTH CENTER COMPLEX FIU CLINIC	UNKNOWN	FLORIDA INTERNATIONAL UNIVERSITY	MIAMI-DADE	
HECHT RESIDENTIAL COLLEGE	UNKNOWN			
HENRY REEVES K THRU 8	UNKNOWN	HENRY E.S. REEVES K-8 CENTER	MIAMI-DADE	
HIALEAH ELEMENTARY SCHOOL	UNKNOWN	HIALEAH ELEMENTARY SCHOOL	MIAMI-DADE	
HIALEAH GARDENS ELEMENTARY	UNKNOWN	HIALEAH GARDENS ELEMENTARY SCHOOL	MIAMI-DADE	
HIALEAH GARDENS SENIOR HIGH SCHOOL	UNKNOWN	HIALEAH GARDENS SENIOR HIGH SCHOOL	MIAMI-DADE	
HIGHLY INQUISITIVE AND VERSATILE EDUCATION	UNKNOWN	HIGHLY INQUISITIVE AND VERSATILE EDUCATION	MIAMI-DADE	
HILLIARD MIDDLE SENIOR HIGH	UNKNOWN	HILLIARD MIDDLE SENIOR HIGH	NASSAU	
HILLSBOROUGH - ALONSO HIGH SCHOOL	UNKNOWN	ALONSO HIGH SCHOOL	HILLSBOROUGH	
HILLSBOROUGH - CENTRAL BAPTIST CHRISTIAN SCHOOL	UNKNOWN	CENTRAL BAPTIST CHRISTIAN SCHOOL	HILLSBOROUGH	
HILLSBOROUGH - MARTINEZ MIDDLE SCHOOL	UNKNOWN	MARTINEZ MIDDLE SCHOOL	HILLSBOROUGH	
HILLSBOROUGH - PEPIN ACADEMIES	UNKNOWN	PEPIN ACADEMIES	HILLSBOROUGH	
HILLSBOROUGH ACADEMY OF MATH AND SCIENCE	UNKNOWN	HILLSBOROUGH ACADEMY OF MATH AND SCIENCE	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE	UNKNOWN	HILLSBOROUGH COMMUNITY COLLEGE	HILLSBOROUGH	
HIS HOUSE	UNKNOWN	HIS HOUSE ACADEMY	MIAMI-DADE	
HIS HOUSE ACADEMY	UNKNOWN	HIS HOUSE ACADEMY	MIAMI-DADE	
HOLLEY-NAVARRE MIDDLE SCHOOL	UNKNOWN	HOLLEY-NAVARRE MIDDLE SCHOOL	SANTA ROSA	
HOLY FAMILY NAME CATHOLIC SCHOOL, MUSIC TEACHER	UNKNOWN	HOLY FAMILY CATHOLIC SCHOOL	ORANGE	
HOMESTEAD HIGH SCHOOL	UNKNOWN	HOMESTEAD HIGH SCHOOL	MIAMI-DADE	
HOPE-CENTENNIAL ELEMENTARY SCHOOL	UNKNOWN	HOPE-CENTENNIAL ELEMENTARY SCHOOL	PALM BEACH	
HORIZON CHARTER SCHOOL OF TAMPA	UNKNOWN	HORIZON CHARTER SCHOOL OF TAMPA	HILLSBOROUGH	
I MATTER ACADEMY	UNKNOWN	IMATER ACADEMY	MIAMI-DADE	
IMATTER ACADEMY	UNKNOWN	IMATER ACADEMY	MIAMI-DADE	
IMMOKALEE HIGH SCHOOL	UNKNOWN	IMMOKALEE HIGH SCHOOL	COLLIER	
IMMOKALEE TECHNICAL COLLEGE	UNKNOWN	IMMOKALEE TECHNICAL COLLEGE	COLLIER	
INDEPENDENCE CLASSICAL ACADEMY	UNKNOWN	INDEPENDENCE CLASSICAL ACADEMY	ST. LUCIE	
INDIAN RIVER STATE COLLEGE	UNKNOWN	INDIAN RIVER STATE COLLEGE	ST. LUCIE	
IRVING & BEATRICE PESKOE K-8 CENTER	UNKNOWN	IRVING & BEATRICE PESKOE K-8 CENTER	MIAMI-DADE	
ISCHS	UNKNOWN	INTERNATIONAL STUDIES CHARTER HIGH SCHOOL	MIAMI-DADE	
ISTITUTO MARANGONI	UNKNOWN	ISTITUTO MARANGONI MIAMI	MIAMI-DADE	
J. C MITCHELL ELEMENTARY	UNKNOWN	J. C. MITCHELL ELEMENTARY SCHOOL	PALM BEACH	
JACKSONVILLE UNIVERSITY	UNKNOWN	JACKSONVILLE UNIVERSITY	DUVAL	
JANE S ROBERTS K-8 CENTER	UNKNOWN	JANE S. ROBERTS K-8 CENTER	MIAMI-DADE	
JANITORIAL	UNKNOWN			
JCC PRE-SCHOOL	UNKNOWN			
JENNINGS MIDDLE SCHOOL	UNKNOWN	JENNINGS MIDDLE SCHOOL	HILLSBOROUGH	
JOHN IVES SMITH ELEMENTARY SCHOOL	UNKNOWN	JOHN I. SMITH K-8 CENTER	MIAMI-DADE	
JOHNSON & WALES UNIVERSITY	UNKNOWN	JOHNSON AND WALES UNIVERSITY	MIAMI-DADE	
JORGE MAS CANO MIDDLE SCHOOL	UNKNOWN	JORGE MAS CANOSA MIDDLE SCHOOL	MIAMI-DADE	
K-8 LEENWOOD	UNKNOWN	LEEWOOD K-8 CENTER	MIAMI-DADE	
KAISER UNIVERSITY	UNKNOWN	KEISER UNIVERSITY	PINELLAS	
KATZ HILLEL DAY SCHOOL	UNKNOWN	KATZ HILLEL DAY SCHOOL	PALM BEACH	
KATZ HILLEL DAY SCHOOL,	UNKNOWN	KATZ HILLEL DAY SCHOOL	PALM BEACH	
KEENE'S CROSSING ELEMENTARY SCHOOL	UNKNOWN	KEENE'S CROSSING ELEMENTARY SCHOOL	ORANGE	
KEY BISCAYNE PRESBYTERIAN SCHOOL	UNKNOWN	KEY BISCAYNE PRESBYTERIAN SCHOOL	MIAMI-DADE	
KEY POINT PRESCHOOLS OF CORAL GABLES	UNKNOWN	KEY POINT PRESCHOOLS OF CORAL GABLES	MIAMI-DADE	
KEY WEST HIGH SCHOOL	UNKNOWN	KEY WEST HIGH SCHOOL	MONROE	
KEY WEST NAVAL AIR STATION CHILD DEVELOPMENT CENTER	UNKNOWN	KEY WEST NAVAL AIR STATION CHILD DEVELOPMENT CENTER	MONROE	
KEZIN BEAUTY ACADEMY	UNKNOWN	KAIZEN BEAUTY ACADEMY	BROWARD	
KID UNIVERSITY PRESCHOOL	UNKNOWN	KID'S UNIVERSITY ELEMENTARY SCHOOL	MIAMI-DADE	
KIDDIE ACADEMY	UNKNOWN	KIDDIE ACADEMY	MIAMI-DADE	
KINDERGARTEN	UNKNOWN			
KLA OF CORAL GABLES	UNKNOWN	KLA OF CORAL GABLES	MIAMI-DADE	
KLA SCHOOL OF BRICKELL	UNKNOWN	KLA SCHOOL OF BRICKELL	MIAMI-DADE	
L3 HARRIS FLIGHT ACADEMY	UNKNOWN	L3 HARRIS FLIGHT SCHOOL	MIAMI-DADE	
L3 HARRIS FLIGHT SCHOOL	UNKNOWN	L3 HARRIS FLIGHT SCHOOL	MIAMI-DADE	
LA PIATZA ACADEMY	UNKNOWN	LA PIATZA ACADEMY	MIAMI-DADE	
LAGOON LANDING	UNKNOWN	COLLEGE OF THE FLORIDA KEYS	MONROE	
LAKE COUNTY SCHOOL DISTRICT	UNKNOWN	LAKE COUNTY SCHOOL DISTRICT	LAKE	
LAKE ERIE COLLEGE OF MEDICINE	UNKNOWN			
LAKE GIBSON SENIOR HIGH SCHOOL	UNKNOWN	LAKE GIBSON SENIOR HIGH SCHOOL	POLK	
LAKE PANASOFFKEE ELEMENTARY SCHOOL	UNKNOWN	LAKE PANASOFFKEE ELEMENTARY SCHOOL	SUMTER	
LAKE TECHNICAL COLLEGE	UNKNOWN	LAKE TECHNICAL COLLEGE	LAKE	
LAKE WEIR HIGH SCHOOL	UNKNOWN	LAKE WEIR HIGH SCHOOL	MARION	
LAKESHORE MIDDLE SCHOOL	UNKNOWN	LAKE SHORE MIDDLE SCHOOL	PALM BEACH	
LANDOLAKES HIGH	UNKNOWN	LAND O' LAKES HIGH SCHOOL	PASCO	
LEADERSHIP COURSE	UNKNOWN			
LEARNING GATE COMMUNITY SCHOOL	UNKNOWN	LEARNING GATE COMMUNITY SCHOOL	HILLSBOROUGH	
LECOM SCHOOL OF DENTISTRY	UNKNOWN	LECOM SCHOOL OF DENTAL MEDICINE	MANATEE	
LEE COUNTY SCHOOL BUS ATTENDANT	UNKNOWN	LEE COUNTY SCHOOL DISTRICT	LEE	
LEE COUNTY SCHOOL DISTRICT	UNKNOWN	LEE COUNTY SCHOOL DISTRICT	LEE	
LENIORHYNE UNIVERSITY	UNKNOWN			
LEON - FLORIDA A&M UNIVERSITY DEVELOPMENTAL RESEARCH	UNKNOWN	FLORIDA A&M UNIVERSITY DEVELOPMENTAL RESEARCH SCHOOL	LEON	
LEON - FLORIDA STATE UNIVERSITY SCHOOL	UNKNOWN	FLORIDA STATE UNIVERSITY SCHOOL	LEON	
LEON COUNTY SCHOOLS	UNKNOWN	LEON COUNTY PUBLIC SCHOOLS	LEON	
LEWIS ANNA WOODBURY ELEMENTARY	UNKNOWN	LEWIS ANNA WOODBURY ELEMENTARY SCHOOL	POLK	
LIGHT UP THERAPY INSIDE KING CHRISTIAN SCHOOL	UNKNOWN	KING'S CHRISTIAN SCHOOL	MIAMI-DADE	
LIGHTHOUSE GRILL	UNKNOWN			
LINCOLN MARTI	UNKNOWN	LINCOLN-MARTI CHARTER SCHOOLS	MIAMI-DADE	
LINCOLN PARK ACADEMY	UNKNOWN	LINCOLN PARK ACADEMY	ST. LUCIE	
LINCOLN-MARTI CHARTER SCHOOLS	UNKNOWN	LINCOLN-MARTI CHARTER SCHOOLS	MIAMI-DADE	
LITERACY LEADERSHIP TECHNOLOGY	UNKNOWN	LITERACY/LEADERSHIP/TECHNOLOGY ACADEMY	HILLSBOROUGH	
LIVINGSTONE COLLEGE	UNKNOWN			
LORENZO WALKER TECHNICAL COLLEGE	UNKNOWN	LORENZO WALKER TECHNICAL COLLEGE	COLLIER	
LOW STONE ACADEMY	UNKNOWN			
LOYOLA SCHOOL PRESCHOOL & ELEMENTARY	UNKNOWN	LOYOLA ELEMENTARY SCHOOL	MIAMI-DADE	
LSU	UNKNOWN			
LUBAVITCH EDUCATIONAL CENTER	UNKNOWN	LUBAVITCH EDUCATIONAL CENTER INC	MIAMI-DADE	
LUBAZITZH EDUCATIONAL CENTER	UNKNOWN	LUBAVITCH EDUCATIONAL CENTER INC	MIAMI-DADE	
LYNN UNIVERSITY	UNKNOWN	LYNN UNIVERSITY	PALM BEACH	
MAINTENANCE	UNKNOWN			
MANATEE TECHNICAL COLLEGE	UNKNOWN	MANATEE TECHNICAL COLLEGE	MANATEE	
MARIANO MORENO CULINARY INSTITUTE	UNKNOWN	MARIANO MORENO CULINARY INSTITUTE	MIAMI-DADE	
MARION COUNTY PUBLIC SCHOOLS - MAINTENANCE CREW	UNKNOWN	MARION COUNTY SCHOOL BOARD DISTRICT OFFICE	MARION	
MARION TECHNICAL INSTITUTE	UNKNOWN	MARION TECHNICAL INSTITUTE	MARION	
MAST ACADEMY	UNKNOWN	MAST ACADEMY SCHOOL	MIAMI-DADE	
MATER ACADEMY	UNKNOWN	MATER ACADEMY	MIAMI-DADE	
MATER ACADEMY BAY	UNKNOWN	MATER ACADEMY BAY ELEMENTARY SCHOOL	MIAMI-DADE	
MATER ACADEMY ELEMENTARY	UNKNOWN	MATER ACADEMY ELEMENTARY SCHOOL	MIAMI-DADE	
MATER BAY ACADEMY	UNKNOWN	MATER ACADEMY ELEMENTARY SCHOOL	MIAMI-DADE	
MATER GARDENS ACADEMY	UNKNOWN	MATER GARDENS ACADEMY	MIAMI-DADE	
MATER GROVE ACADEMY	UNKNOWN	MATER GROVE ACADEMY	MIAMI-DADE	
MATTER ACADAEMY	UNKNOWN	MATER ACADAEMY	MIAMI-DADE	
MCBS BUS AND TRANSPORTATION DEPARTMENT	UNKNOWN			
MCDONALD GED ONLINE PROGRAM	UNKNOWN			
MCFATTER TECHNICAL COLLEGE	UNKNOWN	MCFATTER TECHNICAL COLLEGE	BROWARD	
MCPS BUS DRIVER	UNKNOWN	MIAMI DADE PUBLIC SCHOOL	MIAMI-DADE	
MCPS DISTRICT OFFICE	UNKNOWN	MIAMI DADE PUBLIC SCHOOL	MIAMI-DADE	
MCSB TRANSPORTATION AND PARTS	UNKNOWN	MIAMI DADE PUBLIC SCHOOL	MIAMI-DADE	
MERRITT BROWN MIDDLE SCHOOL	UNKNOWN	MERRITT BROWN MIDDLE SCHOOL	MIAMI-DADE	
MESIVTA YESHIVA ELEMENTARY	UNKNOWN	MESIVTA YESHIVA ELEMENTARY SCHOOL	MIAMI-DADE	
MIAMI	UNKNOWN			
MIAMI ART CHARTER SCHOOL	UNKNOWN	MIAMI ART CHARTER SCHOOL	MIAMI-DADE	
MIAMI CORAL PARK SENIOR HIGH SCHOOL	UNKNOWN	MIAMI CORAL PARK SENIOR HIGH SCHOOL	MIAMI-DADE	
MIAMI COUNTRY DAY SCHOOL	UNKNOWN	MIAMI COUNTRY DAY SCHOOL	MIAMI-DADE	
MIAMI COUNTY DAY SCHOOL	UNKNOWN	MIAMI COUNTRY DAY SCHOOL	MIAMI-DADE	
MIAMI DADE COLLEGE	UNKNOWN	MIAMI DADE COLLEGE	MIAMI-DADE	
MIAMI DADE COLLEGE WEST	UNKNOWN	MIAMI DADE COLLEGE- WEST CAMPUS	MIAMI-DADE	
MIAMI DADE COLLEGE- WOLFSON CAMPUS	UNKNOWN	MIAMI DADE COLLEGE- WOLFSON CAMPUS	MIAMI-DADE	
MIAMI DADE COLLEGE-MED CENTER	UNKNOWN	MIAMI DADE COLLEGE- MED CENTER CAMPUS	MIAMI-DADE	
MIAMI DADE COLLEGE-NORTH	UNKNOWN	MIAMI DADE COLLEGE- NORTH	MIAMI-DADE	
MIAMI DADE COLLEGE-WOLFSON	UNKNOWN	MIAMI DADE COLLEGE- WOLFSON CAMPUS	MIAMI-DADE	
MIAMI DADE COUNTY CENTRAL WEST BUS	UNKNOWN	MIAMI DADE COUNTY SCHOOLS	MIAMI-DADE	
MIAMI DADE COUNTY MAINTENCE FOR PUBLIC SCHOOLS	UNKNOWN	MIAMI DADE COUNTY SCHOOLS	MIAMI-DADE	
MIAMI DADE COUNTY SCHOOLS	UNKNOWN	MIAMI DADE COUNTY SCHOOLS	MIAMI-DADE	
MIAMI DADE PUBLIC SAFETY TRAINING INSTITUTE	UNKNOWN	MIAMI DADE PUBLIC SCHOOL	MIAMI-DADE	
MIAMI DADE PUBLIC SCHOOL	UNKNOWN	MIAMI DADE PUBLIC SCHOOL	MIAMI-DADE	
MIAMI DADE PUBLIC SCHOOLS - BUS DRIVER	UNKNOWN	MIAMI DADE PUBLIC SCHOOL	MIAMI-DADE	
MIAMI DADE SCHOOL SYSTEM EUZENIA THOMAS K-8 CENTER	UNKNOWN	EUGENIA B. THOMAS K-8 CENTER	MIAMI-DADE	
MIAMI LAKES K8	UNKNOWN	MIAMI LAKES K-8 CENTER	MIAMI-DADE	
MIAMI-DADE - AVENTURA WATERWAYS K-8 CENTER	UNKNOWN	AVENTURA WATERWAYS K-8 CENTER	MIAMI-DADE	
MIAMI-DADE - BRIDGEPREP ACADEMY OF VILLAGE GREEN	UNKNOWN	BRIDGEPREP ACADEMY OF VILLAGE GREEN	MIAMI-DADE	
MIAMI-DADE - DOWNTOWN DORAL CHARTER UPPER SCHOOL	UNKNOWN	DOWNTOWN DORAL CHARTER UPPER SCHOOL	MIAMI-DADE	
MIAMI-DADE - FELIX VARELA SENIOR HIGH SCHOOL	UNKNOWN	FELIX VARELA SENIOR HIGH SCHOOL	MIAMI-DADE	
MIAMI-DADE - GLADES MIDDLE SCHOOL	UNKNOWN	GLADES MIDDLE SCHOOL	MIAMI-DADE	
MIAMI-DADE - HUBERT O. SIBLEY K-8 ACADEMY	UNKNOWN	HUBERT O. SIBLEY K-8 ACADEMY	MIAMI-DADE	
MIAMI-DADE - KIPP SUNRISE ACADEMY	UNKNOWN	KIPP SUNRISE ACADEMY	MIAMI-DADE	
MIAMI-DADE - MATER ACADEMY BAY ELEMENTARY	UNKNOWN	MATER ACADEMY BAY ELEMENTARY SCHOOL	MIAMI-DADE	
MIAMI-DADE - MIAMI NORLAND SENIOR HIGH SCHOOL	UNKNOWN	MIAMI NORLAND SENIOR HIGH SCHOOL	MIAMI-DADE	
MIAMI-DADE - MIAMI SENIOR HIGH SCHOOL	UNKNOWN	MIAMI SENIOR HIGH SCHOOL	MIAMI-DADE	
MIAMI-DADE - RIVERSIDE ELEMENTARY COMMUNITY SCHOO	UNKNOWN	RIVERSIDE ELEMENTARY SCHOOL	MIAMI-DADE	
MIAMI-DADE - RIVERSIDE ELEMENTARY COMMUNITY SCHOOL	UNKNOWN	RIVERSIDE ELEMENTARY SCHOOL	MIAMI-DADE	
MIAMI-DADE - SOMERSET ACADEMY AT SILVER PALMS	UNKNOWN	SOMERSET ACADEMY AT SILVER PALMS	MIAMI-DADE	
MIAMI-DADE - SOMERSET ACADEMY ELEMENTARY SCHOOL S	UNKNOWN	SOMERSET ACADEMY ELEMENTARY SCHOOLS	MIAMI-DADE	
MIAMI-DADE - SOUTHWEST MIAMI ADULT & COMMUNITY EDUCATION CENTER	UNKNOWN	SOUTHWEST MIAMI ADULT & COMMUNITY EDUCATION CENTER	MIAMI-DADE	
MIAMI-DADE - SOUTHWEST MIAMI SENIOR HIGH	UNKNOWN	SOUTHWEST MIAMI SENIOR HIGH	MIAMI-DADE	
MIAMI-DADE - SPORTS LEADERSHIP AND MANAGEMENT CHA	UNKNOWN	SPORTS LEADERSHIP AND MANAGEMENT CHA	MIAMI-DADE	
MIAMI-DADE - THENA CROWDER EARLY CHILDHOOD DIAGNO	UNKNOWN	THENA CROWDER EARLY CHILDHOOD DIAGNOSIS	MIAMI-DADE	
MIAMI-DADE - THENA CROWDER EARLY CHILDHOOD DIAGNOS	UNKNOWN	THENA CROWDER EARLY CHILDHOOD DIAGNOSIS	MIAMI-DADE	
MIAMI-DADE - WEST HIALEAH GARDENS ELEMENTARY SCHOOL	UNKNOWN	WEST HIALEAH GARDENS ELEMENTARY SCHOOL	MIAMI-DADE	
MIAMI-DADE - WINSTON PARK K-8 CENTER	UNKNOWN	WINSTON PARK K-8 CENTER	MIAMI-DADE	
MIAMI-DADE COLLEGE NORTH CAMPUS	UNKNOWN	MIAMI DADE COLLEGE- NORTH CAMPUS	MIAMI-DADE	
MIAMI-DADE COUNTY PUBLIC SCHOOL	UNKNOWN	MIAMI DADE COUNTY SCHOOLS	MIAMI-DADE	
MICCOSUKEE INDIAN SCHOOL	UNKNOWN	MICCOSUKEE INDIAN SCHOOL	MIAMI-DADE	
MIDDLEBURG ELEMENTARY SCHOOL	UNKNOWN	MIDDLEBURG ELEMENTARY SCHOOL	CLAY	
MILLENIUN 6-12 MS	UNKNOWN	MILLENNIUM 6-12 COLLEGIATE ACADEMY	BROWARD	
MODERN SCHOOL OF MUSIC	UNKNOWN			
MOFFITT CANCER CENTER	UNKNOWN			
MOLINO PARK ELEMENTARY REMOTE	UNKNOWN	MOLINO PARK ELEMENTARY SCHOOL	ESCAMBIA	
MONTESSORI ACADEMY OF SOUTH TAMPA, LLC	UNKNOWN	MONTESSORI ACADEMY OF SOUTH TAMPA LLC	HILLSBOROUGH	
MONTFORD	UNKNOWN			
MORGAN FIITZGERALD MIDDLE SCHOOL	UNKNOWN	FITZGERALD MIDDLE SCHOOL	PINELLAS	
MORGAN WOODS ELEMENTARY SCHOOL	UNKNOWN	MORGAN WOODS ELEMENTARY SCHOOL	HILLSBOROUGH	
N/A	UNKNOWN			
NA	UNKNOWN			
NASA	UNKNOWN			
NATIONAL AVIATION ACADEMY	UNKNOWN	NATIONAL AVIATION ACADEMY - TAMPA BAY	PINELLAS	
NEW TESTAMENT CHRISTIAN SCHOOL	UNKNOWN	NEW TESTAMENT CHRISTIAN SCHOOL	MADISON	
NEW VILLAGE ACADEMY	UNKNOWN	NEW VILLAGE ACADEMY	MIAMI-DADE	
NO NAME	UNKNOWN			
NORMA BOSSARD ELEMENTRY SCHOOL	UNKNOWN	NORMA BUTLER BOSSARD ELEMENTARY SCHOOL	MIAMI-DADE	
NORMAN HALL FLORIDA STATE UNIVERSITY	UNKNOWN	FLORIDA STATE UNIVERSITY	HILLSBOROUGH	
NORTH BAPTIST COLLEGE	UNKNOWN	THE BAPTIST COLLEGE OF FLORIDA	JACKSON	
NORTH BAY HAVEN CHARTER ACADEMY ELEMENTARY SCHOO	UNKNOWN	NORTH BAY HAVEN CHARTER ACADEMY ELEMENTARY SCHOOL	BAY	
NORTH FLORIDA SCHOOL OF EDUCATION	UNKNOWN	NORTH FLORIDA SCHOOL OF EDUCATION	DUVAL	
NORTH LAKE ELEMENTARY	UNKNOWN	NORTHLAKE PARK COMMUNITY ELEMENTARY SCHOOL	ORANGE	
NORTHSIDE CHRISTIAN SCHOOL	UNKNOWN	NORTHSIDE CHRISTIAN SCHOOL	PINELLAS	
NOVA SOUTHEASTEN UNIVERSITY	UNKNOWN	NOVA SOUTHEASTERN UNIVERSITY	BROWARD	
NOVA SOUTHEASTERN UNIVERSITY	UNKNOWN	NOVA SOUTHEASTERN UNIVERSITY	BROWARD	
NOVA SOUTHEASTERN UNIVERSITY- EAST CAMPUS	UNKNOWN	NOVA SOUTHEASTERN UNIVERSITY	BROWARD	
NY INSTITUTE OF ART & DESIGN	UNKNOWN			
OAK LEAF HIGH SCHOOL	UNKNOWN	OAKLEAF HIGH SCHOOL	CLAY	
OAK PARK	UNKNOWN	OAK PARK SCHOOL	SARASOTA	
OCPS ACADEMIC CENTER FOR EXCELLENCE	UNKNOWN	OCPS ACADEMIC CENTER FOR EXCELLENCE	ORANGE	
OLYMPIC HEIGHTS HIGH	UNKNOWN	OLYMPIC HEIGHTS HIGH	PALM BEACH	
ONLINE SCHOOLING	UNKNOWN			
ORANGE - HOLY FAMILY CATHOLIC SCHOOL	UNKNOWN	HOLY FAMILY CATHOLIC SCHOOL	ORANGE	
ORANGE - RENAISSANCE CHARTER SCHOOL AT GOLDENROD	UNKNOWN	RENAISSANCE CHARTER SCHOOL AT GOLDENROD	ORANGE	
ORANGE COUNTY PUBLIC SCHOOLS.	UNKNOWN	ORANGE COUNTY PUBLIC SCHOOLS.	ORANGE	
ORANGE TECHNICAL COLLEGE	UNKNOWN	ORANGE TECHNICAL COLLEGE	ORANGE	
ORANGE TECHNICAL SCHOOL CULINARY	UNKNOWN	ORANGE TECHNICAL SCHOOL CULINARY	ORANGE	
ORLO VISTA ELEMENTARY SCHOOL	UNKNOWN	ORLO VISTA ELEMENTARY SCHOOL	ORANGE	
OSCELOA	UNKNOWN			
OUR LADY OF THE LAKES	UNKNOWN	OUR LADY OF THE LAKES CATHOLIC SCHOOL	MIAMI-DADE	
PALM BEACH - KATZ YESHIVA HIGH SCHOOL OF S. FLA	UNKNOWN	KATZ YESHIVA HIGH SCHOOL OF S. FLA	PALM BEACH	
PALM BEACH - ST CLARE CATHOLIC SCHOOL	UNKNOWN	ST. CLARE CATHOLIC SCHOOL	PALM BEACH	
PALM BEACH - THE KING'S ACADEMY	UNKNOWN	THE KING'S ACADEMY	PALM BEACH	
PALM BEACH ATLANTIC UNIVERSITY	UNKNOWN	PALM BEACH ATLANTIC UNIVERSITY	PALM BEACH	
PALM BEACH GARDENS ELEMANRTY SCHOOL	UNKNOWN	PALM BEACH GARDENS ELEMENTARY SCHOOL	PALM BEACH	
PALM BEACH PUBLIC SCHOOL	UNKNOWN	PALM BEACH PUBLIC SCHOOL	PALM BEACH	
PALM BEACH SCHOOL DISTRICT	UNKNOWN	PALM BEACH SCHOOL DISTRICT	PALM BEACH	
